image_id,source_dataset,source_path,perceptual_hash,duplicate_group_id,source_label,pawphile_condition_label,pawphile_finding_label,label_type,label_quality,clinical_validation,split,body_region,dog_id,tier,exclusion_reason
b642dc02-a507-4ef6-8908-14168cacc0b2,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\valid\fungal infection\fungal_167_jpg.rf.75b86fa23bbb6640f47fe928f90a646c.jpg,672,9641c1bb-7e0a-4276-80d5-91d7d81459fc,fungal infection,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,valid,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
2d1d641c-eba5-4520-8002-2c2880c42cbe,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\fungal infection\fungal_27_jpg.rf.683529319750912edea2514cda5534c7.jpg,672,9641c1bb-7e0a-4276-80d5-91d7d81459fc,fungal infection,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
2478576f-088a-4e8d-9d8b-a42ffab0e487,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\fungal infection\fungal_27_jpg.rf.af3be117ddd93e6e7b3c2af605e26227.jpg,672,9641c1bb-7e0a-4276-80d5-91d7d81459fc,fungal infection,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
b56b2b90-0075-4804-95dc-c81a87137c7b,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\fungal infection\fungal_inf_31_jpg.rf.d9a87e8efd6480884bd5d8c9d9f26f2f.jpg,672,9641c1bb-7e0a-4276-80d5-91d7d81459fc,fungal infection,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
af9d42d7-2d2e-4525-90ca-a84261ee1502,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\demodicosis\scabies_89_png_jpg.rf.6bd32f593d546116f98e29ffde256782.jpg,672,9641c1bb-7e0a-4276-80d5-91d7d81459fc,demodicosis,demodicosis,"[""alopecia"", ""erythema"", ""crust""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
32b757d2-d3c7-4598-ba62-54a1e334ed9a,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\Fungal_infections\FUNGAL-INFECTION_014_jpg.rf.55df38cbfe6ac8770ea14cd1b7942afd.jpg,672,9641c1bb-7e0a-4276-80d5-91d7d81459fc,Fungal_infections,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
284aa652-e7b4-4cfe-9349-5e0bd0dc753b,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\Fungal_infections\pic62_jpg.rf.bb420cb957244c883019dc5a3331022c.jpg,672,9641c1bb-7e0a-4276-80d5-91d7d81459fc,Fungal_infections,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
493e12c1-fa9c-4e0e-aaec-d151158a7904,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\ringworm\1000010613_x4_jpg.rf.b4c58b6185eccdfd223b5f0874ab35d2.jpg,672,9641c1bb-7e0a-4276-80d5-91d7d81459fc,ringworm,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
8995b90b-2eb4-4f98-9c33-507a1efab94d,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\ringworm\R52_png_jpg.rf.555edd5b6ad66d658fa59d6f9ba8643c.jpg,672,9641c1bb-7e0a-4276-80d5-91d7d81459fc,ringworm,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
6341e5f5-fd95-4b2f-baec-e2179f268ee2,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\ringworm\ringworm-112-_jpg.rf.afdd90da2be6060bc1256f2bf4aa9e74.jpg,672,9641c1bb-7e0a-4276-80d5-91d7d81459fc,ringworm,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
abcac047-6408-4044-8fe4-343802f3386f,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\ringworm\ringworm-44-_jpg.rf.c3ac89163363cce07218cebe83fddf1d.jpg,672,9641c1bb-7e0a-4276-80d5-91d7d81459fc,ringworm,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
e7ce6bab-c4a9-4d1e-b5c5-fc2b04a74f93,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\valid\bacterial dermatosis\bacterial_derm_9_jpg.rf.29fafd0f7aa0f3b1278687157fb917ae.jpg,1218,9688c7c9-3d60-43b4-9206-ffd2c297eefb,bacterial dermatosis,bacterial dermatosis,"[""erythema"", ""pustule"", ""crust""]",disease-level (provisional),research-only,unsupported,valid,skin,unknown,C,
6e779189-7ba2-455e-9624-bcfefd29d40b,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\valid\Dermatitis\1000010590_x4_jpg.rf.7fe35a4b79710d7094eafa4f615ab3ad.jpg,1218,9688c7c9-3d60-43b4-9206-ffd2c297eefb,Dermatitis,nonspecific dermatitis,"[""erythema"", ""scaling""]",disease-level (provisional),research-only,unsupported,valid,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
ab1b445a-de4b-4795-b1fa-c673fb00247a,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\fungal infection\fungal_22_jpg.rf.43db1a92a6b89d4958d22764c074c2ad.jpg,1218,9688c7c9-3d60-43b4-9206-ffd2c297eefb,fungal infection,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
b7392c3e-098a-495e-bd1b-5ce844cb0ae3,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\healthy\healthy_26_jpg.rf.5109c2e160b2617bf9341a05ee6e54b2.jpg,1218,9688c7c9-3d60-43b4-9206-ffd2c297eefb,healthy,healthy,[],disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
e92ba315-5e3a-4ea6-a63c-6d9e77c419fa,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\healthy\healthy_26_jpg.rf.b4fcf5a34bce433855d846ea0a3f2c83.jpg,1218,9688c7c9-3d60-43b4-9206-ffd2c297eefb,healthy,healthy,[],disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
119043dc-a1f7-40ef-8a68-56ea5befa946,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\Hypersensitivity\Hypersensitivity_2_jpg.rf.2bca34754494043e82aac4f207aed3ac.jpg,1218,9688c7c9-3d60-43b4-9206-ffd2c297eefb,Hypersensitivity,hypersensitivity / allergic dermatitis,"[""erythema"", ""lichenification""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
c18e8bc3-5e40-4933-a1fb-afba0317acd8,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\ringworm\R38_png_jpg.rf.41c7f133312d281a385f0d0b03b6dfaf.jpg,1218,9688c7c9-3d60-43b4-9206-ffd2c297eefb,ringworm,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
939d383d-c537-4618-8505-3b197a36503b,Multispectral,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Classification of pet dog skin diseases using deep learning with images captured from multispectral imaging device\5dbht54kw7-1\Dog211004_09_02_04\pic0.jpg,1218,9688c7c9-3d60-43b4-9206-ffd2c297eefb,unknown,unknown,[],disease-level (provisional),research-only,unsupported,none,skin,pic0.jpg,D,Perceptual Duplicate / Augmentation Leakage
6ad7b6a2-13ca-47ae-bb9b-7f5072aa6865,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\hypersensitivity dermatitis\hypersensitivity_99_jpg.rf.abaab39d542f70a5a740f022ba131728.jpg,1462,96e1ce2f-3996-4108-b029-d0c51633b7a8,hypersensitivity dermatitis,hypersensitivity / allergic dermatitis,"[""erythema"", ""lichenification""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,C,
6c163c6e-ee46-44ea-a22c-7cf85548b596,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\demodicosis\IMG_5319_jpeg_jpg.rf.7b09ae7ce8ca9ec24cabe06dd96e3984.jpg,1462,96e1ce2f-3996-4108-b029-d0c51633b7a8,demodicosis,demodicosis,"[""alopecia"", ""erythema"", ""crust""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
4113c356-1c58-4a5b-a9b8-4ed963709af0,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\Fungal_infections\FUNGAL-INFECTION_011_jpg.rf.ab987a16deee5f036759edf5918d1405.jpg,1462,96e1ce2f-3996-4108-b029-d0c51633b7a8,Fungal_infections,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
65e17436-81cf-4a17-8a96-dc2a41d1ab12,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\Fungal_infections\FUNGAL-INFECTION_071_jpg.rf.467648a19d7c1dcf3928cedbacfbde09.jpg,1462,96e1ce2f-3996-4108-b029-d0c51633b7a8,Fungal_infections,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
d749598f-e02f-4d79-a513-3604229d3bab,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\fungal infection\fungal_69_jpg.rf.e4d9e2877721a9f03770669d93bec733.jpg,1804,96ee8957-217a-41b2-84d9-3a536b39284c,fungal infection,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,C,
d44ac0b4-1a52-48e2-ad8b-ec1a9a817078,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\ringworm\NEWR46_png_jpg.rf.be6b2ec614a90a40851108325132f7cf.jpg,1804,96ee8957-217a-41b2-84d9-3a536b39284c,ringworm,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
2ad4a644-ca94-4b86-8950-9ff27814d6cd,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\ringworm\NEWR47_png_jpg.rf.5dddad8b6fb9cd516d1e5ffeb6d193ed.jpg,1804,96ee8957-217a-41b2-84d9-3a536b39284c,ringworm,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
ffa924ba-92b8-4528-b86b-3459e3526b23,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\valid\demodicosis\2024-05-13-165246_jpg.rf.810685fdbf9bf43fd1117fa4a55eb773.jpg,441,9701f16b-fa77-4598-b99e-4a6e4837b84c,demodicosis,demodicosis,"[""alopecia"", ""erythema"", ""crust""]",disease-level (provisional),research-only,unsupported,valid,skin,unknown,C,
9cd68390-3a6d-488a-93c3-694dc24d32da,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\bacterial dermatosis\bacterial_derm_11_jpg.rf.32f1f8d71d51a316e3aa593bc36a8ed3.jpg,441,9701f16b-fa77-4598-b99e-4a6e4837b84c,bacterial dermatosis,bacterial dermatosis,"[""erythema"", ""pustule"", ""crust""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
37f76463-db65-4e63-9c3f-2b85dd4c0dda,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\hypersensitivity dermatitis\hypersensitivity_derm6_jpg.rf.7e9c2b68652183ba17beecb16f808603.jpg,441,9701f16b-fa77-4598-b99e-4a6e4837b84c,hypersensitivity dermatitis,hypersensitivity / allergic dermatitis,"[""erythema"", ""lichenification""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
9abf5ae7-d922-4f57-84a7-822b4ebe69b3,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\healthy\healthy_69_jpg.rf.16fb6afcf13808ae8b1def07d2136086.jpg,1918,970bc824-86d6-464a-9e85-bfd5ed198841,healthy,healthy,[],disease-level (provisional),research-only,unsupported,train,skin,unknown,C,
4fb3bade-d855-4384-aa7a-968ce7e52e9c,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\valid\Healthy\dogs_052_jpg.rf.340c4d955659dbe83cc28d8012ff6c56.jpg,205,97239f21-7e34-4875-bcfb-2ea0aaea93d9,Healthy,healthy,[],disease-level (provisional),research-only,unsupported,valid,skin,unknown,C,
770183f8-f433-4e08-8112-313556e94a74,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\hypersensitivity dermatitis\hypersensitivity_251_jpg.rf.1d35247986f98d3623f18ae34cdc0033.jpg,205,97239f21-7e34-4875-bcfb-2ea0aaea93d9,hypersensitivity dermatitis,hypersensitivity / allergic dermatitis,"[""erythema"", ""lichenification""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
1702c11c-02fe-4012-9018-3ac4f127076c,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\hypersensitivity dermatitis\hypersensitivity_251_jpg.rf.d1295f0688dd0f93f8be9ed6d3ca595e.jpg,205,97239f21-7e34-4875-bcfb-2ea0aaea93d9,hypersensitivity dermatitis,hypersensitivity / allergic dermatitis,"[""erythema"", ""lichenification""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
3b8cfb1f-dbb5-454e-9159-798e68a2f1a5,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\hypersensitivity dermatitis\hypersensitivity_251_jpg.rf.f3d93b5f29270c1061a0895eeeb1b961.jpg,205,97239f21-7e34-4875-bcfb-2ea0aaea93d9,hypersensitivity dermatitis,hypersensitivity / allergic dermatitis,"[""erythema"", ""lichenification""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
e54dd58e-a8a0-4375-80b9-51b7c7c4c349,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\Healthy\dogs_052_jpg.rf.3084d8076b3a95cfa477f0b871bc4880.jpg,205,97239f21-7e34-4875-bcfb-2ea0aaea93d9,Healthy,healthy,[],disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
fc131480-e21b-4694-bb2e-3d006cb6f5f3,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\bacterial dermatosis\bacterial_169_jpg.rf.52fa4e37b0f99b24b25c0d8fa0036255.jpg,827,972b1664-2f72-4833-b3cb-b0b6835e9de2,bacterial dermatosis,bacterial dermatosis,"[""erythema"", ""pustule"", ""crust""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,C,
1c8a8d66-a700-4312-99ea-bfa440b28e91,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\demodicosis\1-24-_png_jpg.rf.c7643eb9c0e5ffe8c862accb81e6b4e7.jpg,827,972b1664-2f72-4833-b3cb-b0b6835e9de2,demodicosis,demodicosis,"[""alopecia"", ""erythema"", ""crust""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
77a9451a-fc94-4049-b0f1-90eb32370e9a,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\ringworm\Day-4-of-ringworm-treatment_00341_jpg.rf.8f0bed7706f3a5890df53892dacb05f4.jpg,827,972b1664-2f72-4833-b3cb-b0b6835e9de2,ringworm,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
2546c335-d757-4058-901b-8fd23e2fbfe6,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\bacterial dermatosis\bacterial_262_jpg.rf.100e2259a8babe377c31d779380213b7.jpg,513,974dfaba-a5ef-4a89-ae68-44428a94cfdc,bacterial dermatosis,bacterial dermatosis,"[""erythema"", ""pustule"", ""crust""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,C,
a6c431f9-5f82-4241-9721-232bacabf4e9,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\demodicosis\P63_jpg.rf.e35760a686b1ef2ec5cf041b6f15b17e.jpg,513,974dfaba-a5ef-4a89-ae68-44428a94cfdc,demodicosis,demodicosis,"[""alopecia"", ""erythema"", ""crust""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
b33e4751-8c9b-46e9-9bfd-befa241ce227,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\test\healthy\healthy_221_jpg.rf.35d066a5aa9b862bdeb8c64f45c5ed0f.jpg,1570,9770b21c-8412-483f-b45e-201392843223,healthy,healthy,[],disease-level (provisional),research-only,unsupported,test,skin,unknown,C,
03743d4d-8244-4fa9-a366-d74c7ffdeaf0,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\valid\healthy\healthy_75_jpg.rf.6ab67ae694b03acb9ff34cff01877504.jpg,1570,9770b21c-8412-483f-b45e-201392843223,healthy,healthy,[],disease-level (provisional),research-only,unsupported,valid,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
17d24514-7c54-4848-9afc-36980d1cb229,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\valid\Fungal_infections\1260_jpg.rf.4d5e1c1183950ee8213262e5f89b3d8d.jpg,1570,9770b21c-8412-483f-b45e-201392843223,Fungal_infections,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,valid,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
a9360558-387b-4216-8950-6a10d476df61,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\fungal infection\fungal_238_jpg.rf.4b90be8aa6afac864bce59e74869044d.jpg,1570,9770b21c-8412-483f-b45e-201392843223,fungal infection,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
dc1f2343-9e0e-4521-9e86-638c4ae407b6,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\demodicosis\scabies_90_png_jpg.rf.0c8c28be1d3f3ace39668326172e2192.jpg,1570,9770b21c-8412-483f-b45e-201392843223,demodicosis,demodicosis,"[""alopecia"", ""erythema"", ""crust""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
937d6a1f-ee30-410c-8fdd-3932e34ac8c1,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\Healthy\HEALTHY_045_jpg.rf.3d509bd2d05e993cbc131196bee7a14f.jpg,1570,9770b21c-8412-483f-b45e-201392843223,Healthy,healthy,[],disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
44d4fa2e-ea0e-4f4b-9d9f-5b0151cb04e0,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\Healthy\pic11_jpg.rf.3beedc1a3e0ef3d64d1de990897ec0b2.jpg,1570,9770b21c-8412-483f-b45e-201392843223,Healthy,healthy,[],disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
a583b8d5-9370-4055-a3f8-4ef76fa68f6f,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\test\fungal infection\fungal_129_jpg.rf.af77aebf265a66854945584d9773bea2.jpg,738,980e73ad-4d5e-496c-9714-a828232ff5d5,fungal infection,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,test,skin,unknown,C,
e2b2a710-f095-4a98-baab-4b703c3bdb02,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\valid\bacterial dermatosis\bacterial_398_jpg.rf.eb405b93b176359edffcbf745e8f17de.jpg,738,980e73ad-4d5e-496c-9714-a828232ff5d5,bacterial dermatosis,bacterial dermatosis,"[""erythema"", ""pustule"", ""crust""]",disease-level (provisional),research-only,unsupported,valid,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
effe6bb8-a1f1-4d8a-b7e2-e7287bcde088,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\valid\bacterial dermatosis\bacterial_46_jpg.rf.1f677661155f9bf63dafe0f446b93166.jpg,738,980e73ad-4d5e-496c-9714-a828232ff5d5,bacterial dermatosis,bacterial dermatosis,"[""erythema"", ""pustule"", ""crust""]",disease-level (provisional),research-only,unsupported,valid,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
b44572e7-3fd4-4444-9948-79df2c842194,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\valid\fungal infection\fungal_220_jpg.rf.cba40de0a6298a5f735175fdd824c867.jpg,738,980e73ad-4d5e-496c-9714-a828232ff5d5,fungal infection,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,valid,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
22af8d8a-9323-482d-8381-16b8591a9566,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\hypersensitivity dermatitis\hypersensitivity_293_jpg.rf.752e2d311b6fccfb8863c3c2701561cd.jpg,738,980e73ad-4d5e-496c-9714-a828232ff5d5,hypersensitivity dermatitis,hypersensitivity / allergic dermatitis,"[""erythema"", ""lichenification""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
6ef55cb8-6607-45a6-9870-97531edcdc83,Roboflow,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\Dog Skin Disease Dataset.v2i.folder\train\hypersensitivity dermatitis\hypersensitivity_293_jpg.rf.b5764c0c059ec435b325c4a07b5c9dfb.jpg,738,980e73ad-4d5e-496c-9714-a828232ff5d5,hypersensitivity dermatitis,hypersensitivity / allergic dermatitis,"[""erythema"", ""lichenification""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
8a0084a0-3eeb-4636-a907-662d83cbe52c,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\Fungal_infections\1172_jpg.rf.4fb0160dc352c4e073025e163afdfc80.jpg,738,980e73ad-4d5e-496c-9714-a828232ff5d5,Fungal_infections,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
9f03fb76-b8ec-4ae8-85db-dc62295bbf2c,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\ringworm\ringworm-27-_jpg.rf.1d112a8a1231092594527b0df4a77392.jpg,738,980e73ad-4d5e-496c-9714-a828232ff5d5,ringworm,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
8398af4f-83af-4162-bb62-ec73d53371cb,Kaggle,C:\Users\ESSAKKI RAJA T  EV\OneDrive\Desktop\DB PAWPHILE\archive\train\ringworm\ringworm-67-_jpg.rf.1281f865ec662a841dde9d2581a1df4e.jpg,738,980e73ad-4d5e-496c-9714-a828232ff5d5,ringworm,fungal infection,"[""alopecia"", ""scaling""]",disease-level (provisional),research-only,unsupported,train,skin,unknown,D,Perceptual Duplicate / Augmentation Leakage
